Res_EigenvalueAc
                              1                         2                         3                         4                         5                         6                         7                         8                         9                        10                        11                        12                        13                        14                        15                        16                        17                        18                        19                        20                        21                        22                        23                        24                        25                        26                        27                        28                        29                        30                        31                        32                        33                        34                        35                        36                        37                        38                        39                        40 
    1 (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00, 2.9300e+03) (-2.9300e+00,-2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-7.1719e-01, 7.1719e+02) (-7.1719e-01,-7.1719e+02) (-4.0297e-01, 4.0297e+02) (-4.0297e-01,-4.0297e+02) (-1.7902e-01, 1.7902e+02) (-1.7902e-01,-1.7902e+02) (-4.4751e-02, 4.4751e+01) (-4.4751e-02,-4.4751e+01) 
   25 (-4.5624e+03, 1.2054e+05) (-4.5624e+03,-1.2054e+05) (-1.1427e+03, 1.1199e+05) (-1.1427e+03,-1.1199e+05) (-1.1393e+03, 7.9706e+04) (-1.1393e+03,-7.9706e+04) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 9.6078e-02,-4.4775e+01) ( 9.6078e-02, 4.4775e+01) 
   26 (-1.4496e+03, 1.2087e+05) (-1.4496e+03,-1.2087e+05) (-8.3692e+02, 7.8434e+04) (-8.3692e+02,-7.8434e+04) (-6.7691e+02,-4.7203e+04) (-6.7691e+02, 4.7203e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-5.8477e-02,-4.5109e+01) (-5.8477e-02, 4.5109e+01) 
   27 (-2.0323e+05, 1.5708e+05) (-6.3443e+02,-9.2343e+04) (-6.3443e+02, 9.2343e+04) (-1.7728e+03,-4.7101e+04) (-1.7728e+03, 4.7101e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 5.3166e-01, 4.5534e+01) ( 5.3166e-01,-4.5534e+01) (-2.0912e+02,-4.7897e-12) 
   28 (-1.4785e+03, 1.3390e+05) (-1.4785e+03,-1.3390e+05) (-5.7255e+02, 9.2670e+04) (-5.7255e+02,-9.2670e+04) (-6.5631e+02,-4.7446e+04) (-6.5631e+02, 4.7446e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-1.2946e-01,-4.4747e+01) (-1.2946e-01, 4.4747e+01) 
   29 (-5.0390e+03, 1.3612e+05) (-5.0390e+03,-1.3612e+05) (-9.2370e+02, 9.2692e+04) (-9.2370e+02,-9.2692e+04) (-1.4285e+03,-4.7234e+04) (-1.4285e+03, 4.7234e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 1.5333e-01,-4.4761e+01) ( 1.5333e-01, 4.4761e+01) 
   30 (-2.1927e+03, 1.2772e+05) (-2.1927e+03,-1.2772e+05) (-7.2313e+02, 9.2843e+04) (-7.2313e+02,-9.2843e+04) (-7.2475e+02,-4.7566e+04) (-7.2475e+02, 4.7566e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-4.5687e-01,-4.5035e+01) (-4.5687e-01, 4.5035e+01) 
   31 (-1.0102e+03, 1.2689e+05) (-1.0102e+03,-1.2689e+05) (-2.0690e+02,-4.7818e+04) (-2.0690e+02, 4.7818e+04) (-3.9693e+02, 4.3655e+04) (-3.9693e+02,-4.3655e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-5.4934e-01,-4.5439e+01) (-5.4934e-01, 4.5439e+01) 
   32 (-1.3679e+03, 1.3321e+05) (-1.3679e+03,-1.3321e+05) (-1.6856e+02, 1.0504e+05) (-1.6856e+02,-1.0504e+05) (-2.1510e+02,-4.4140e+04) (-2.1510e+02, 4.4140e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 3.3212e-01,-4.4241e+01) ( 3.3212e-01, 4.4241e+01) 
   33 (-1.0292e+04, 1.5708e+05) (-2.1423e+03, 8.5434e+04) (-2.1423e+03,-8.5434e+04) (-2.6726e+03,-7.5219e+04) (-2.6726e+03, 7.5219e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-1.5142e-01,-4.3992e+01) (-1.5142e-01, 4.3992e+01) (-4.7535e+04,-6.1362e-12) 
   34 (-3.1945e+02, 7.9120e+04) (-3.1945e+02,-7.9120e+04) (-1.0329e+03, 5.5742e+04) (-1.0329e+03,-5.5742e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.4706e+04, 1.3125e+04) (-1.4706e+04,-1.3125e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-8.9122e-01,-4.3689e+01) (-8.9122e-01, 4.3689e+01) 
   35 (-7.1539e+03, 1.5200e+05) (-7.1539e+03,-1.5200e+05) (-2.7692e+02, 7.8850e+04) (-2.7692e+02,-7.8850e+04) (-3.5685e+03,-5.4396e+04) (-3.5685e+03, 5.4396e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 1.4195e-01,-4.5002e+01) ( 1.4195e-01, 4.5002e+01) 
   36 (-4.0699e+04, 1.5708e+05) (-1.5178e+03, 1.5248e+05) (-1.5178e+03,-1.5248e+05) (-3.8455e+02, 7.8934e+04) (-3.8455e+02,-7.8934e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-2.6896e-01, 4.4689e+01) (-2.6896e-01,-4.4689e+01) (-9.0230e+04,-2.7463e-12) 
   37 (-6.7730e+03, 1.5708e+05) (-1.7217e+04, 1.5708e+05) (-2.3882e+03, 1.4970e+05) (-2.3882e+03,-1.4970e+05) (-3.6716e+02,-7.8807e+04) (-3.6716e+02, 7.8807e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-1.4470e-01, 4.4824e+01) (-1.4470e-01,-4.4824e+01) 
   38 (-6.6640e+02, 1.5225e+05) (-6.6640e+02,-1.5225e+05) (-1.7095e+03, 1.4653e+05) (-1.7095e+03,-1.4653e+05) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-5.7933e+02, 1.0172e+04) (-5.7933e+02,-1.0172e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00, 2.9300e+03) (-2.9300e+00,-2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-1.0803e+00, 4.6007e+01) (-1.0803e+00,-4.6007e+01) 
   39 (-5.0393e+02, 1.4596e+05) (-5.0393e+02,-1.4596e+05) (-5.2435e+02, 5.2749e+04) (-5.2435e+02,-5.2749e+04) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-2.8310e+02, 9.9014e+03) (-2.8310e+02,-9.9014e+03) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00, 2.9300e+03) (-2.9300e+00,-2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 1.6247e-01, 4.4227e+01) ( 1.6247e-01,-4.4227e+01) 
   40 (-1.8778e+03, 1.5708e+05) (-6.3234e+03,-7.6473e+04) (-6.3234e+03, 7.6473e+04) (-5.7622e+01,-2.5389e+04) (-5.7622e+01, 2.5389e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 1.7352e-01, 4.5361e+01) ( 1.7352e-01,-4.5361e+01) (-1.1625e+05,-1.2506e-11) 
   41 (-1.1346e+03, 1.5708e+05) (-3.7083e+02,-1.5205e+05) (-3.7083e+02, 1.5205e+05) (-1.5912e+02,-9.1192e+04) (-1.5912e+02, 9.1192e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-4.9450e-01,-4.4270e+01) (-4.9450e-01, 4.4270e+01) (-4.0465e+03, 1.3124e-11) 
